handover_alt_km,handover_vel_ms,rocket_dv_ms,burn_time_s,tw_equiv,apogee_km,max_g,max_q_kPa,tr1_pass,tr2_pass,tr3_pass,all_pass
30,600,1000,80,1.27420998980632,200.4952000000001,2.27420998980632,8.980277856424966,False,True,True,False
30,700,100,40,0.254841997961264,92.2709900000001,1.254841997961264,12.22315597124509,True,True,True,True
30,700,100,60,0.16989466530750935,107.27098999999987,1.237852531430513,12.22315597124509,False,True,True,False
30,700,100,80,0.127420998980632,122.27099000000013,1.237852531430513,12.22315597124509,False,True,True,False
30,700,200,40,0.509683995922528,102.93534000000014,1.5096839959225279,12.22315597124509,False,True,True,False
30,700,200,60,0.3397893306150187,118.9353400000004,1.3397893306150186,12.22315597124509,False,True,True,False
30,700,200,80,0.254841997961264,134.93534000000017,1.254841997961264,12.22315597124509,False,True,True,False
30,700,300,40,0.764525993883792,114.6186900000002,1.764525993883792,12.22315597124509,False,True,True,False
30,700,300,60,0.509683995922528,131.6186900000002,1.5096839959225279,12.22315597124509,False,True,True,False
30,700,300,80,0.382262996941896,148.61869000000019,1.382262996941896,12.22315597124509,False,True,True,False
30,700,500,40,1.27420998980632,141.04557000000037,2.27420998980632,12.22315597124509,False,True,True,False
30,700,500,60,0.8494733265375467,160.0455700000003,1.8494733265375467,12.22315597124509,False,True,True,False
30,700,500,80,0.63710499490316,179.04557000000034,1.63710499490316,12.22315597124509,False,True,True,False
30,700,700,40,1.783893985728848,171.5490700000005,2.783893985728848,12.22315597124509,False,True,True,False
30,700,700,60,1.1892626571525653,192.54907000000063,2.1892626571525655,12.22315597124509,False,True,True,False
30,700,700,80,0.891946992864424,200.1780500000002,1.891946992864424,12.22315597124509,False,True,True,False
30,700,1000,40,2.54841997961264,200.3680700000003,3.54841997961264,12.22315597124509,False,True,True,False
30,700,1000,60,1.6989466530750934,200.10319000000032,2.6989466530750934,12.22315597124509,False,True,True,False
30,700,1000,80,1.27420998980632,200.19194000000007,2.27420998980632,12.22315597124509,False,True,True,False
